# patterns: 50
#      x1        x2        x3        x4        x5        x6        x7        x8        x9       x10           y
 -4.82708  -2.84466   7.01948  -2.72598   1.86793   9.91898  -5.60779  -5.35176   0.88622   5.21942   -46.32666
 -4.82708  -2.84466   7.01948  -2.72598   1.86793   9.91898  -5.60779  -5.35176   0.88622   5.21942   -46.39274
  1.07285   1.55938   2.91799   3.90645   8.16110   2.97587  -2.59560   1.99907  -6.24293   8.32255   -22.70120
  1.07285   1.55938   2.91799   3.90645   8.16110   2.97587  -2.59560   1.99907  -6.24293   8.32255   -22.71416
  2.57455  -4.75065   6.60436  -6.14094  -5.53805   8.45140  -8.40464  -2.48407   7.66796  -5.40354    61.69974
  2.57455  -4.75065   6.60436  -6.14094  -5.53805   8.45140  -8.40464  -2.48407   7.66796  -5.40354    61.61434
 -9.42490  -6.63655   6.36057   6.64746  -6.77617   6.13419   0.90441  -4.07987   4.15196   4.39233   -71.04113
 -9.42490  -6.63655   6.36057   6.64746  -6.77617   6.13419   0.90441  -4.07987   4.15196   4.39233   -71.09399
  0.14197   2.79839  -3.63044   2.55742   2.50013  -5.66193   6.71469  -5.85105   7.70700   6.26329   -55.03193
  0.14197   2.79839  -3.63044   2.55742   2.50013  -5.66193   6.71469  -5.85105   7.70700   6.26329   -55.05731
  5.33983   0.89461  -0.90604  -7.38266   4.24532  -1.02491  -6.76334  -4.99814  -8.67561   2.00599    22.17057
  5.33983   0.89461  -0.90604  -7.38266   4.24532  -1.02491  -6.76334  -4.99814  -8.67561   2.00599    22.28738
  5.33301  -4.18545   9.86303   5.32971   2.24832   4.51194  -6.31065  -7.89563  -8.91700  -4.70659   136.50923
  5.33301  -4.18545   9.86303   5.32971   2.24832   4.51194  -6.31065  -7.89563  -8.91700  -4.70659   136.48755
  9.92684   2.94216   0.01404   9.73491  -8.46901   3.99931  -4.05896   0.11136  -5.50666  -4.04364    88.49999
  9.92684   2.94216   0.01404   9.73491  -8.46901   3.99931  -4.05896   0.11136  -5.50666  -4.04364    88.46778
  4.16116  -4.28327  -4.47811  -3.43364   9.27869   8.88425   2.39261   0.95439   4.77638  -4.30121    77.77962
  4.16116  -4.28327  -4.47811  -3.43364   9.27869   8.88425   2.39261   0.95439   4.77638  -4.30121    77.82123
